Bug ID,Product,Component,Summary
1415278,Firefox for Android,Session Restore,Bring Java session restore isExternalURL logic back into sync with initialize()
1335052,Firefox for Android,Session Restore,Restore session cookies when restoring tabs
909041,Firefox for Android,Session Restore,Write to SessionStore less while on battery
1124998,Firefox for Android,Session Restore,Make improvements to the SessionStore#CloseTab API
1276340,Firefox for Android,Session Restore,Investigate parsing the session data earlier during startup
1337088,Firefox for Android,Session Restore,Scroll position doesn't restore on page with javascript content loading
1343090,Firefox for Android,Session Restore,Insert tabs' browser lazily into the document
1364554,Firefox for Android,Session Restore,ANR on startup if session parsing takes longer than usual
1364609,Firefox for Android,Session Restore,Investigate using TabStateCache for Fennec
1410767,Firefox for Android,Session Restore,"Private Browsing tabs survive Firefox restart when using ""Close all"" apps on a Samsung S4"
1410934,Firefox for Android,Session Restore,"First tab comes up as all white after ""Close all"" android apps, then all black on revisit."
1419480,Firefox for Android,Session Restore,Add a test for creating and then restoring a delay-loaded tab
1428970,Firefox for Android,Session Restore,"Recently Closed Tab is not cleared after :restore all"""
1260005,Firefox for Android,Session Restore,Tabs from last time can get lost if Firefox is mistakenly opened/killed
1438997,Firefox for Android,Session Restore,Intermittent testSessionFilePreservation | failed to verify session JSON - org.mozilla.gecko.tests.SessionTest$AssertException: Could not read sessionstore.js
1402549,Firefox for Android,Session Restore,Intermittent testSessionFilePreservation | Exception caught - java.lang.ArrayIndexOutOfBoundsException: length=3; index=3
1284893,Firefox for Android,Session Restore,Undoing »Close all tabs« is limited by browser.sessionstore.max_tabs_undo
1145093,Firefox for Android,Settings and Preferences,"""Default zoom"" feature (settings UI for ""layout.css.devPixelsPerPx"")"
1181293,Firefox for Android,Settings and Preferences,Settings should be served as split-view for NVIDIA Shield Tablet when in landscape
1379278,Firefox for Android,Settings and Preferences,add ability to selectively accept cookies
1394150,Firefox for Android,Settings and Preferences,ALT text ignored with Data Saver > Show Images > Blocked
1412496,Firefox for Android,Settings and Preferences,"""Clear private data"" doesn't hint that it'll show a dialogue to choose which data to delete"
1425669,Firefox for Android,Settings and Preferences,"Stumbler service runs in the background sometimes, even when Firefox is completely closed and Mozilla Location Service disabled in settings."
1438808,Firefox for Android,Settings and Preferences,Crash in android.content.res.Resources$NotFoundException: Resource is not a Drawable (color or path): TypedValue{t=0x12/d=0x0 a=1 r=0x10800d3} at android.content.res.Resources.loadDrawable(Resources.java)
1331226,Firefox for Android,Settings and Preferences,browser.privatebrowsing.autostart Boolean doesn't work since release 50
1332579,Firefox for Android,Settings and Preferences,When surfing in private mode call/SMS popups should be blocked
1170020,Firefox for Android,Settings and Preferences,Fix for complex pref dereferencing breaks custom string bundle URIs
1181146,Firefox for Android,Settings and Preferences,"Remove ""synced tabs"" from ""clear on exit"" preference"
518263,Firefox for Android,Settings and Preferences,Implement mechanism to configure Fennec remotely
774503,Firefox for Android,Settings and Preferences,"Add ""Reset Firefox"" functionality to Firefox for Android"
800849,Firefox for Android,Settings and Preferences,Text sample in text size preferences UI does not provide an accurate preview of the text inflation
976983,Firefox for Android,Settings and Preferences,Display icons for Home Panels settings
1003598,Firefox for Android,Settings and Preferences,Settings > Mozilla > Mozilla Location Service needs a setting for Cellular Data Uploading enable/disable
1006250,Firefox for Android,Settings and Preferences,Tablet: no section heading selected when first opening Settings
1008459,Firefox for Android,Settings and Preferences,Tablet: section heading not selected when launching a specific Settings section
1014302,Firefox for Android,Settings and Preferences,NullPointerException in GeckoPreferences on resume
1014693,Firefox for Android,Settings and Preferences,Hard to disable Firefox Sync on Firefox for Android (Fennec)
1016882,Firefox for Android,Settings and Preferences,[Tablet] Alignment differences between entries in Settings menu
1023657,Firefox for Android,Settings and Preferences,Settings > Language > $language text looks too tiny
1025326,Firefox for Android,Settings and Preferences,make Settings menu customizable
1025927,Firefox for Android,Settings and Preferences,Wrong size at 'System default' text
1027078,Firefox for Android,Settings and Preferences,Mozilla Location Services contribution opt-in: new UX needed that is better than a startup notification
1045278,Firefox for Android,Settings and Preferences,Clean up Product Announcements prefs
1052616,Firefox for Android,Settings and Preferences,Surfacing Add-ons in settings
1052747,Firefox for Android,Settings and Preferences,onPrepareForRemoval not called in SearchPreferenceCategory
1063114,Firefox for Android,Settings and Preferences,[meta] Settings telemetry and improvements v1
1065780,Firefox for Android,Settings and Preferences,Adding DuckDuckGo as a Search provider results in multiple additions
1069027,Firefox for Android,Settings and Preferences,Show sync account details as summary text in preferences
1072179,Firefox for Android,Settings and Preferences,Enable Settings access prior to Gecko startup
1073164,Firefox for Android,Settings and Preferences,Update styling on text size adjust buttons
1099211,Firefox for Android,Settings and Preferences,Excessive GeckoPreferences logging
1104195,Firefox for Android,Settings and Preferences,crash in java.lang.ClassCastException: android.widget.LinearLayout cannot be cast to android.widget.TextView at org.mozilla.gecko.preferences.CustomListPreference.configureShownDialog(CustomListPreference.java)
1110965,Firefox for Android,Settings and Preferences,Usage of android:defaultValue and android:persistent are not consistent
1112720,Firefox for Android,Settings and Preferences,Settings breadcrumbs not visible on Android L tablets
1134153,Firefox for Android,Settings and Preferences,Fix pref prefix
1147925,Firefox for Android,Settings and Preferences,GeckoPreferences is using the app prefs
1156413,Firefox for Android,Settings and Preferences,Restore tabs in preferences should be a checkbox
1157531,Firefox for Android,Settings and Preferences,Remove remote debugging settings UI in favor of using system settings
1160604,Firefox for Android,Settings and Preferences,Advertise privacy coach add-on in privacy settings page
1161222,Firefox for Android,Settings and Preferences,Be more circumspect when retrieving strings in GeckoPreferences
1224229,Firefox for Android,Settings and Preferences,Add ability to choose homepage from your history
1226367,Firefox for Android,Settings and Preferences,"Provide accounts-aware prompting when enabling the option to clear synced data: 'Saved Logins', 'Form History', or 'History'"
1230218,Firefox for Android,Settings and Preferences,Inline autocomplete domains when setting homepage
1231339,Firefox for Android,Settings and Preferences,"""Allow autoplay"" is disabled by default on x86 device"
1232410,Firefox for Android,Settings and Preferences,[meta] Tracking protection settings
1232459,Firefox for Android,Settings and Preferences,"[meta] ""Set a homepage"
1235090,Firefox for Android,Settings and Preferences,Update settings l10n notes to indicate that preference titles don't wrap
1243731,Firefox for Android,Settings and Preferences,"Hide ""Download updates automatically"" setting on builds from the Play Store"
1245708,Firefox for Android,Settings and Preferences,crash in android.view.WindowManager$BadTokenException: Unable to add window android.view.ViewRootImpl$W@2039e60 -- permission denied for this window type at android.view.ViewRootImpl.setView(ViewRootImpl.java)
1246337,Firefox for Android,Settings and Preferences,Data Reporting Service Cannot Be Disabled
1250989,Firefox for Android,Settings and Preferences,"Augment ""Show web fonts"" preference to include ""Only over Wi-Fi"" option"
1263006,Firefox for Android,Settings and Preferences,"Move ""Character encoding"" settings pref to Accessibility"
1264760,Firefox for Android,Settings and Preferences,"Open Android settings when tapping ""Make default browser"" (for Android versions that support it)"
1269159,Firefox for Android,Settings and Preferences,Clearing cookies on shutdown can fail
1295799,Firefox for Android,Settings and Preferences,"remote debugging link goes to USB page, should go to main remote debugging page"
1320886,Firefox for Android,Settings and Preferences,"Change text of ""Full screen browser"" option into something more meaningful"
1328627,Firefox for Android,Settings and Preferences,Inconsistency Phone/Tablet in Mozilla category in settings
1329615,Firefox for Android,Settings and Preferences,Provide a way to remove manually installed certificates
1388653,Firefox for Android,Settings and Preferences,"Move ""Restore tabs"" option to General"
1388654,Firefox for Android,Settings and Preferences,"Move ""Clear private data"" to Privacy"
1433862,Firefox for Android,Settings and Preferences,[Feature Request]Move add-on's menu to above
1231639,Firefox for Android,Settings and Preferences,No Accessability Features or about:preferences page in Firefox 42.0.2 for Android
1437699,Firefox for Android,Settings and Preferences,Expand Leanplum in other countries/locales for our Android users
1438680,Firefox for Android,Settings and Preferences,Leanplum Banners Missing Some Functions in Firefox Nightly
1369603,Firefox for Android,Settings and Preferences,Using switchboard to change default pref is user not updated.
795767,Firefox for Android,Settings and Preferences,There is no way to see and/or undo any certificate error overrides in Firefox for Android
1278277,Firefox for Android,Settings and Preferences,Create setting to restrict network data while app is in background
1280071,Firefox for Android,Settings and Preferences,Add to homescreen popup coming too frequently
1282757,Firefox for Android,Settings and Preferences,Switches very wide on Android 4.1.2
1318672,Firefox for Android,Settings and Preferences,The menu is not displayed in the right position when rotating the device from portrait mode to landscape mode
1326490,Firefox for Android,Settings and Preferences,"""Clear private data"" selection checkboxes appear unchecked if they initially are off-screen"
1359363,Firefox for Android,Settings and Preferences,Search engines flicker when search suggestions are turn on/off
1397710,Firefox for Android,Settings and Preferences,Investigate potential for speeding up clearing of private data
1398279,Firefox for Android,Settings and Preferences,"Add ""Sync now"" button/icon to top-level of Settings"
1398288,Firefox for Android,Settings and Preferences,Extra margins on the Sync Preference screen
1413706,Firefox for Android,Settings and Preferences,"Consider removing ""Nightly Health Report"" preference toggle"
1416933,Firefox for Android,Settings and Preferences,"With Data Saver On, Show Images doesn't load CSS background images"
1431504,Firefox for Android,Settings and Preferences,Crash when setting default browser in latest beta: [@ java.lang.SecurityException: at android.os.Parcel.readException(Parcel.java) ]
1437376,Firefox for Android,Settings and Preferences,Give users more direct control over font size scaling?
1105997,Firefox for Android,Settings and Preferences,Layout in settings differs on tablet rotation
1164273,Firefox for Android,Settings and Preferences,"Add ""search"" ability to Settings"
1228319,Firefox for Android,Settings and Preferences,'Settings -> Customize -> Search -> Restore defaults' needs tests
1402245,Firefox for Android,Settings and Preferences,"Intermittent testSettingsPages | Exception caught - junit.framework.AssertionFailedError: View with id: '2131296519', resource name: 'layer_view' is not found!"
1414992,Firefox for Android,Settings and Preferences,QR Code App is mysterious
1411066,Firefox for Android,Settings and Preferences,"Expand Leanplum in en, zh-tw and de from 50% to 100% of our Android users"
1303929,Firefox for Android,Settings and Preferences,Reset of Default Apps not possible with Firefox on Android
1392083,Firefox for Android,Settings and Preferences,Missing option to allow only 3rd party cookies from visited sites
1264476,Firefox for Android,Testing,Coverity: mobile/android/base/java code no longer appears & open issues were mass-fixed
968530,Firefox for Android,Testing,Basic robocop test for Home.panels API
1440714,Firefox for Android,Testing,Migrate remaining clients of devicemanagerADB to adb.py
1064004,Firefox for Android,Testing,[meta] Run Android instrumentation tests in automation
910791,Firefox for Android,Testing,[meta] New UI testing API
969948,Firefox for Android,Testing,[meta] Make it easier to run Robocop tests locally
999139,Firefox for Android,Testing,"Android 4.3 layout/reftests/first-letter/329069-2.html | image comparison (==), max difference: 240, number of differing pixels: 247"
1069687,Firefox for Android,Testing,Robocop tests run against the default profile
1144918,Firefox for Android,Testing,Android 4.3 testAddonManager | Exception caught - junit.framework.AssertionFailedError: Click can not be completed!
1144921,Firefox for Android,Testing,Android 4.3 testBookmarkFolders | Trying to click on the Desktop Bookmarks folder - The Desktop Bookmarks folder was clicked
1144924,Firefox for Android,Testing,"Android 4.3 testDoorHanger | Popup blocker is displayed - got false, expected true"
1144926,Firefox for Android,Testing,Android 4.3 PROCESS-CRASH | testGetUserMedia | application crashed [@ libc.so + 0xdbf4]
1145846,Firefox for Android,Testing,Android 4.3 testStumblerSetting | Exception caught - java.lang.SecurityException: Injecting to another application requires INJECT_EVENTS permission
1145867,Firefox for Android,Testing,"Android 4.3 testSearchSuggestions | Results for query 'f' matched expected suggestions - got false, expected true"
1147630,Firefox for Android,Testing,Android 4.3 TestPoisonArea | test failed with return code 11
1147631,Firefox for Android,Testing,Android 4.3 jsep_session_unittest | test failed with return code 2002
1147974,Firefox for Android,Testing,"Android 4.3 dom/html/test/forms/test_input_event.html | Input event should be dispatched on mousedown if the value changes - got 1, expected 2"
1147982,Firefox for Android,Testing,"Android 4.3 layout/xul/test/test_splitter.xul | The splitter should be dragged - got collapsed, expected dragging"
1147986,Firefox for Android,Testing,"Android 4.3 layout/style/test/test_bug412901.html | undefined assertion name - got 0.5px, expected 1px"
1147989,Firefox for Android,Testing,Android 4.3 editor/libeditor/tests/test_bug417418.html | image is not selected - expected PASS
1147994,Firefox for Android,Testing,"Android 4.3 dom/svg/test/test_pointer-events-3.xhtml | Bottom of circle should hit - got [object SVGSVGElement], expected [object SVGCircleElement]"
1171296,Firefox for Android,Testing,TestTArray fails on Android 4.3 Debug
1238678,Firefox for Android,Testing,[meta] Run Android unit tests in automation
1251053,Firefox for Android,Testing,Make Android Unit tests run in parallel
1419605,Firefox for Android,Testing,Intermittent toolkit/components/extensions/test/xpcshell/test_ext_contentScripts_register.js | xpcshell return code: 139
1108720,Firefox for Android,Testing,"Add ""go back"" session history tests"
1425322,Firefox for Android,Testing,[meta] Android emulator unit test modernization
1425383,Firefox for Android,Testing,Marionette tests fail on Android 7 when 'adb forward' fails
1425471,Firefox for Android,Testing,Marionette tests fail on Android 7: /system/bin/sh: /system/bin/netcfg: not found
1433308,Firefox for Android,Testing,Review 'mach android-emulator' configurations/avds
1442727,Firefox for Android,Testing,Android debug crashtest crash report missing symbols
1433279,Firefox for Android,Testing,Update hostutils for Android tests
1417255,Firefox for Android,Testing,Use Espresso for UI Testing
1370602,Firefox for Android,Testing,Mismatch between android emulator timezone and host logging timezone
1308225,Firefox for Android,Testing,Autophone media tests fail when run in isolation
820859,Firefox for Android,Testing,[meta]Robocop: Add test for 'Clear Private Data'
1285678,Firefox for Android,Testing,Consider updating emulator used for automated tests
1402406,Firefox for Android,Testing,"Android debug mochitest test logs contain extra ""INFO None"""
1276170,Firefox for Android,Testing,Need a way to stop creating thumbnails for each site while running on our automation tests
997485,Firefox for Android,Testing,Implement comprehensive testing for search provider codes on Android
997505,Firefox for Android,Testing,Implement test coverage to ensure Amazon codes don't regress
858781,Firefox for Android,Testing,Investigate limited ts improvement with android pgo (library re-ordering)
1004682,Firefox for Android,Testing,Disable background data for mobile images/emulators
1116016,Firefox for Android,Testing,Intermittent test_iframe_sandbox_navigation.html | application timed out after 330 seconds with no output
1257085,Firefox for Android,Testing,Intermittent testBookmarklets | waiting for urlbar text to gain focus - urlbar text gained focus
1270712,Firefox for Android,Testing,"Intermittent testAboutHomeVisibility | Exception caught - junit.framework.AssertionFailedError: View with id: '2131230936', resource name: 'browser_toolbar' is not found!"
1273728,Firefox for Android,Testing,Intermittent  TEST-UNEXPECTED-FAIL | testAppMenuPathways | Exception caught - junit.framework.AssertionFailedError: testAppMenuPathways | Waiting for menu item Save as PDF to be enabled. -
1292845,Firefox for Android,Testing,"Intermittent testInputUrlBar | Exception caught - junit.framework.AssertionFailedError: View with id: '2131230946', resource name: 'browser_toolbar' is not found!"
1294256,Firefox for Android,Testing,Android host-utils can become outdated
1301932,Firefox for Android,Testing,"Intermittent testGeckoRequest | Exception caught - junit.framework.AssertionFailedError: View with id: '2131230959', resource name: 'browser_toolbar' is not found!"
1309300,Firefox for Android,Testing,Startup crashes in tests for Firefox for Android
1313270,Firefox for Android,Testing,Intermittent test failures with java-exception at startup
1313712,Firefox for Android,Testing,Several robocop tests fail with: resource name: 'browser_toolbar' is not found!
1316492,Firefox for Android,Testing,Intermittent testReaderModeTitle | application crashed [@ libdvm.so + 0x81f52]
1318091,Firefox for Android,Testing,Run GTest on Android
1331514,Firefox for Android,Testing,testAndroidCastDeviceProvider | java-exception java.lang.IllegalStateException: Already registered AndroidCastDevice:Start under a different type
1338807,Firefox for Android,Testing,xpcshell tests fail on physical device with SELinux enabled
1340001,Firefox for Android,Testing,Local 'mach robocop' timeouts on x86 emulator
1340662,Firefox for Android,Testing,Allow running code off the main thread in roboelectric / junit 4
1343556,Firefox for Android,Testing,(Investigate if we can) Update roboelectric
1348655,Firefox for Android,Testing,Intermittent PROCESS-CRASH | remoteautomation.py | application crashed [@ libdvm.so + 0xc11d9]
1351317,Firefox for Android,Testing,Intermittent dom/media/test/test_streams_individual_pause.html | application crashed [@ mozilla::net::nsSocketTransport::InitiateSocket]
1365330,Firefox for Android,Testing,"Intermittent native crashes (SIGSEGV, 0xdeadbaad) in libcrypto.so/libssl.so | application crashed [@ __libc_android_abort]"
1366990,Firefox for Android,Testing,Autophone mochitest unstoppable!
1373550,Firefox for Android,Testing,Create a VPNService App that works on the emulator that intercepts all traffic from Fennec
1373552,Firefox for Android,Testing,Run the web platform tests in Fennec test environment under proxy
1396426,Firefox for Android,Testing,Investigate writing a simple test that triggers the download helper app dialogue
1399773,Firefox for Android,Testing,Intermittent Android xpcshell xpcshell return code: 139 in random test
1401022,Firefox for Android,Testing,"Android debug mochitest, reftest max-run-time is excessive"
1413725,Firefox for Android,Testing,[meta] Use Fastlane to screenshot Firefox for Android for localizers
1430310,Firefox for Android,Testing,PocketStoriesLoader hits the network during tests
958129,Firefox for Android,Testing,"Talos regression SVG-ASAP 4% on Android 4.0, 4% on Android 2.2 on Jan 7 2014"
1308560,Firefox for Android,Testing,Intermittent TEST-UNEXPECTED-FAIL | remoteautomation.py | application timed out after 330 seconds with no output
1310502,Firefox for Android,Testing,Intermittent testNewTab | application crashed [@ dalvik-LinearAlloc (deleted) + 0x45120]
1313216,Firefox for Android,Testing,"Intermittent testHomeBanner | Exception caught - junit.framework.AssertionFailedError: View with id: '2131296506', resource name: 'browser_toolbar' is not found!"
1322543,Firefox for Android,Testing,Try Kotlin for unit testing in Fennec
1347102,Firefox for Android,Testing,"Intermittent Assertion failure: PR_FALSE == lock->locked, at /home/worker/workspace/build/src/nsprpub/pr/src/pthreads/ptsynch.c:158"
1403338,Firefox for Android,Testing,Intermittent testSessionOOMSave | application crashed [@ dalvik-jit-code-cache (deleted) + 0x4f4c]
1406799,Firefox for Android,Testing,"Intermittent Intermittent Android ""No tests run or test summary not found"" after ""Automation Error: No crash directory (/storage/sdcard/tests/profile/minidumps) found on remote device"""
1411215,Firefox for Android,Testing,Intermittent testTrackingProtection | application crashed [@ dalvik-jit-code-cache (deleted) + 0x79e8]
1411831,Firefox for Android,Testing,Intermittent testAudioFocus | application crashed [@ dalvik-jit-code-cache (deleted) + 0xdfb4]
1411834,Firefox for Android,Testing,Intermittent testSessionOOMSave | application crashed [@ libdvm.so + 0x81f52]
1412766,Firefox for Android,Testing,Execute robocop test with Expected results: 0
1414567,Firefox for Android,Testing,Intermittent testDBUtils | application crashed [@ libdvm.so + 0x26cb4]
1416125,Firefox for Android,Testing,Intermittent TEST-UNEXPECTED-FAIL | remoteautomation.py | application timed out after 670 seconds with no output
1416925,Firefox for Android,Testing,"Intermittent testActivityStreamPocketReferrer | java-exception java.util.concurrent.RejectedExecutionException: Task android.support.v4.content.ModernAsyncTask$3@420e6560 rejected from java.util.concurrent.ThreadPoolExecutor@41b14090[Running,"
1420436,Firefox for Android,Testing,"Intermittent dom/media/test/test_autoplay_policy.html | Test timed out!, token=undefined"
1421125,Firefox for Android,Testing,Intermittent PROCESS-CRASH | remoteautomation.py | java-exception java.util.concurrent.TimeoutException: org.mozilla.gecko.mozglue.NativeZip.finalize() timed out after 10 seconds at org.mozilla.gecko.mozglue.NativeZip._release(Native Method)
1429058,Firefox for Android,Testing,Intermittent marionette.py | application crashed [@ dalvik-heap (deleted) + 0x2e1a38]
1430105,Firefox for Android,Testing,Intermittent testSettingsPages | Waiting for menu item ^Settings$ - ^Settings$ is present and enabled
1430232,Firefox for Android,Testing,Perma failure toolkit/components/extensions/test/xpcshell/test_ext_privacy.js | xpcshell return code: 0
1431515,Firefox for Android,Testing,Intermittent testSnackbarAPI | application crashed [@ libdvm.so + 0x26d64]
1435164,Firefox for Android,Testing,Intermittent testSessionHistory | application crashed [@ libc.so + 0x1d11c]
1435467,Firefox for Android,Testing,"Intermittent testIdnSupport | Exception caught - junit.framework.AssertionFailedError: View with id: '2131689749', resource name: 'browser_toolbar' is not found!"
1438981,Firefox for Android,Testing,Intermittent PROCESS-CRASH | remoteautomation.py | application crashed [@ dalvik-jit-code-cache (deleted) + 0x6cc8]
1439166,Firefox for Android,Testing,Intermittent testBug1217581 | application crashed [@ dalvik-jit-code-cache (deleted) + 0xfc58]
1439804,Firefox for Android,Testing,Intermittent mobile/android/tests/browser/chrome/test_reader_view.html | java-exception java.util.concurrent.TimeoutException: org.mozilla.gecko.mozglue.NativeZip.finalize() timed out after 10 seconds at org.mozilla.gecko.mozglue.NativeZip
1439901,Firefox for Android,Testing,Intermittent Automation Error: Exception caught while running tests
1440861,Firefox for Android,Testing,Intermittent testNewTab | GeckoEventExpecter - blockForEvent timeout: Content:PageShow
1442151,Firefox for Android,Testing,Intermittent Android 4.2 Return code: 1 | Failed to download android-sdk-linux.tar.xz
1442891,Firefox for Android,Testing,Intermittent testing/marionette/harness/marionette_harness/tests/unit/test_navigation.py TestRefresh.test_insecure_error | application crashed [@ dalvik-jit-code-cache (deleted) + 0x4bd4]
1390059,Firefox for Android,Testing,"Intermittent testFlingCorrectness | Pixel at 0, 0 - Color rgba(0,0,0,0) not close enough to expected rgb(0,0,0)"
1038127,Firefox for Android,Testing,Close cursors inside 'finally' blocks in TestSuggestedSites
1064012,Firefox for Android,Testing,"Land initial iteration of mozharness for ""Android instrumentation"" tests"
974462,Firefox for Android,Testing,Make Fennec load libraries from more locations for developers
1047712,Firefox for Android,Testing,Fennec testing does not do leak checking
1156452,Firefox for Android,Testing,Android 4.3 test_async_notification.js | xpcshell return code: 139
1232863,Firefox for Android,Testing,Investigate adding Facebook screenshot-tests regression tool to automation
1284320,Firefox for Android,Testing,Intermittent Automation Error: No crash directory (/storage/sdcard/tests/reftest/profile/minidumps) found on remote device
1306441,Firefox for Android,Testing,Intermittent testPrivateBrowsing | Checking that the option: Open Link in Private Tab is available - The option is available
1309088,Firefox for Android,Testing,Intermittent remoteautomation.py | application crashed [@ libc.so + 0x1c3dc]
1329711,Firefox for Android,Testing,Intermittent testPrefsObserver | application crashed [@ libdvm.so + 0x26cb4]
1128287,Firefox for Android,Testing,Intermittent testFindInPage | testFindInPage.js - r == - See following stack:
1406258,Firefox for Android,Testing,Intermittent testReorderTabs | Waiting for tabs panel to close. -
1412158,Firefox for Android,Testing,Intermittent security/manager/ssl/tests/unit/test_signed_dir.js | xpcshell return code: 139
1421265,Firefox for Android,Testing,Intermittent testSessionOOMSave | application crashed [@ 0x0]
1156072,Firefox for Android,Text Selection,"[Text Selection] When selecting text, if the cursor gets to the right from the end of line line, the text is selected to the end"
1176244,Firefox for Android,Text Selection,"regex should contain slash ""/"" to support German number format"
1379090,Firefox for Android,Text Selection,can't copy & paste into empty wysiwyg editor
1399881,Firefox for Android,Text Selection,open selected text as link in new (private) tab
1352548,Firefox for Android,Text Selection,Any Disqus comments carried on any website.  Cut and Paste does NOT work.
676268,Firefox for Android,Text Selection,Support copying formatted text to the clipboard
1113521,Firefox for Android,Text Selection,Prevent Gecko and Android TextSelection actionBar's from appearing concurrently
1160083,Firefox for Android,Text Selection,Text selection handles visible after removing textarea
1166327,Firefox for Android,Text Selection,Copy event doesn't seem to fire
1191904,Firefox for Android,Text Selection,Add alternative method to enter text selection mode
1199967,Firefox for Android,Text Selection,Dual Selections / AccessibleCaret pairs visible in same document
1230229,Firefox for Android,Text Selection,"Fix, Clone, or Explain: test_bug560780.html - mochitest failures"
1230231,Firefox for Android,Text Selection,"Fix, Clone, or Explain: test_bug1012662_editor/noeditor.html - mochitest failures"
1230232,Firefox for Android,Text Selection,"Fix, Clone, or Explain: test_selectevents.html - mochitest failures"
1230421,Firefox for Android,Text Selection,"Fix, Clone, or Explain: test_browserElement_inproc_CopyPaste.html - mochitest failure"
1238446,Firefox for Android,Text Selection,Cannot remove text properly on codepen.io in Fennec
1249548,Firefox for Android,Text Selection,Investigate the possibility of using SVG caret images
1252552,Firefox for Android,Text Selection,Difficult to append clipboard text into input
1253146,Firefox for Android,Text Selection,Remove use of selected text for initial Find-In-Page with deprecation of hardware Menu button support
1256245,Firefox for Android,Text Selection,Text selection after navigating to a different website and back
1267191,Firefox for Android,Text Selection,Simplify and clean up ActionBarTextSelection
1284969,Firefox for Android,Text Selection,Floating text selection actions appears on page without selection if a separate tab is selected
1302182,Firefox for Android,Text Selection,Selection handles disappear (and then re-appear) when quickly scrolling selection text in and out of view
1330186,Firefox for Android,Text Selection,Provide an option to select the text instead when long tapping on a link
1331396,Firefox for Android,Text Selection,Selecting title in Awesomebar displays a left caret that is reversed and looks the same way as the right caret
1333932,Firefox for Android,Text Selection,"Fennec's selection ""Copy / Select All"" popup persists after navigation (unattached, covering up content) and cannot be easily dismissed"
1338142,Firefox for Android,Text Selection,Text selection menu is missing or only a part of it is displayed
1338790,Firefox for Android,Text Selection,Long tapping whitespace next to a link causes link text to be selected instead of selecting the link
1361705,Firefox for Android,Text Selection,Text selection not working properly in search fields
1401597,Firefox for Android,Text Selection,Floating text selection menu can end up off-screen
1404895,Firefox for Android,Text Selection,ANR when scrolling back and forth with some text selected
1427081,Firefox for Android,Text Selection,Crash in java.lang.NullPointerException: Attempt to invoke interface method ''boolean org.mozilla.gecko.text.TextSelection.dismiss()'' on a null object reference at org.mozilla.gecko.BrowserApp$4.onInterceptTouchEvent(BrowserApp.java)
1433629,Firefox for Android,Text Selection,"Selecting one word in a search bar (e.g. Qwant, Google, etc.) in order toi replace it does not open the keyboard (only Copy/Paste)"
1435242,Firefox for Android,Text Selection,Floating text selection menu overlaps text selection handles
1286137,Firefox for Android,Text Selection,Text selection action bars inconsistent
1297160,Firefox for Android,Text Selection,Haptic feedback produced twice on initial text selection via longPress
767800,Firefox for Android,Text Selection,Long tapping on disabled text inputs trigger text selection UI
1192622,Firefox for Android,Text Selection,Fennec converts newlines into spaces when copying selected text
849560,Firefox for Android,Theme and Visual Design,ui suggestion: display tabs of about 2/3 size of current (ff 20.0) size
906426,Firefox for Android,Theme and Visual Design,Feature Request: Replace Dynamic Toolbar with Fading Action Bar
936931,Firefox for Android,Theme and Visual Design,optimize tab handling
989870,Firefox for Android,Theme and Visual Design,Action buttons are difficult to access when scrolling action bar enabled
1015737,Firefox for Android,Theme and Visual Design,UI Elements not repositioned correctly when screen size and density changes
1056141,Firefox for Android,Theme and Visual Design,Allow zooming on tab list
1119788,Firefox for Android,Theme and Visual Design,Morph tabs icon into Firefox logo when opening tabs tray
1122511,Firefox for Android,Theme and Visual Design,Use Bottom Sheets for Firefox Sync Services
1144659,Firefox for Android,Theme and Visual Design,Set notification colour to Firefox orange
1146845,Firefox for Android,Theme and Visual Design,Replace Firefox Sync Icon
1148372,Firefox for Android,Theme and Visual Design,Experiment with presenting favicons in circles
1244968,Firefox for Android,Theme and Visual Design,Experiment with using the FAB button in tabs tray
1344125,Firefox for Android,Theme and Visual Design,put the purple glasses back
1344126,Firefox for Android,Theme and Visual Design,the icon added to the home screen for a bookmark looks just the same as the ones for other browsers.
1372052,Firefox for Android,Theme and Visual Design,Scroll bar indicator contrast too light
1388358,Firefox for Android,Theme and Visual Design,Navigation buttons should be sticky/shouldn't scroll out of view
1390121,Firefox for Android,Theme and Visual Design,UI interface is so repetitive
1398127,Firefox for Android,Theme and Visual Design,Improve The UX of popups created by extensions
1403609,Firefox for Android,Theme and Visual Design,New white Theme is a step backwards in usability
1418728,Firefox for Android,Theme and Visual Design,Phone(LG Galaxy) is set to use the High Contrast theme but info bar(where the clock & battery meter are) turns white when using firefox.
1427397,Firefox for Android,Theme and Visual Design,"the ""Cancel"" button/icon in the toolbar should not be an X"
1437837,Firefox for Android,Theme and Visual Design,Add option to switch to desktop UI.
1345104,Firefox for Android,Theme and Visual Design,The find in page feature could tell the user if there are no hits for his search
1408835,Firefox for Android,Theme and Visual Design,about:config margins too wasteful
1390427,Firefox for Android,Theme and Visual Design,Help should open a child menu with all of the various help links/pages in
1415130,Firefox for Android,Theme and Visual Design,Improve Firefox for Android menu
1396201,Firefox for Android,Theme and Visual Design,Buggy animation when opening tabs page for tall Android phones
697029,Firefox for Android,Theme and Visual Design,[tabletui] Allow closing or selecting tabs in the portrait tab menu without multiple taps
768579,Firefox for Android,Theme and Visual Design,High-resolution icons for Kindle devices
770282,Firefox for Android,Theme and Visual Design,Tapping current tab in tab drawer makes it appear to be always selected
